This file was generated by export.m on 31-May-2016 14:53:10
while on branch 'marius' at commit 5493fd1d0.

inpath: C:\Data\Marius\2015\150423\frame20x_Ph_chipI_chan1-1.5h.BTF
dimensions: 1um = 3.099px (20.0x) and 1sec = 20.0frames.
trackParams:
    maxdisp: 11
        mem: 0
        dim: 2
       good: 10
      quiet: 1

filterPreTrack:
    Area: [24.9699 149.8193]

filterPostTrack:
          length: [30 400]
    displacement: [15.4950 Inf]


======================================================================
x	y	time	index	isturn
1459	224.89	1264	478	1
1457.7	224.12	1265	478	1
1454.5	225	1266	478	0
1453.5	225.89	1267	478	0
1452.7	225.65	1268	478	0
1451.6	225.63	1269	478	0
1450	225.74	1270	478	0
1448.8	226.19	1271	478	0
1447.3	225.85	1272	478	0
1446	225.74	1273	478	0
1444.8	225.44	1274	478	0
1442.7	225.61	1275	478	0
1441.3	225.39	1276	478	0
1440.4	225.15	1277	478	0
1439.8	225.12	1278	478	0
1439.5	225.59	1279	478	0
1437.1	225.61	1280	478	1
1435.7	225.61	1281	478	1
1436	226.23	1282	478	1
1440.8	228.05	1283	478	0
1445.8	230.55	1284	478	0
1450.7	232.86	1285	478	0
1455.7	235.86	1286	478	0
1460.5	238.5	1287	478	0
1466.3	240.55	1288	478	0
1470.9	242.85	1289	478	0
1475.7	245.86	1290	478	0
1479.7	248.18	1291	478	1
1480.5	248	1292	478	1
1476.9	246.86	1293	478	0
1472.4	247.52	1294	478	0
1470.4	247.26	1295	478	1
1472.3	245.65	1296	478	0
1475.2	243.31	1297	478	0
1476.5	240.81	1298	478	1
1473.9	241	1299	478	0
1470.8	242.22	1300	478	1
1472.3	241.97	1301	478	0
1474.3	239.33	1302	478	0
1474.2	237.81	1303	478	0
1472.4	240.06	1304	478	0
1471.6	239.21	1305	478	0
1472.3	236.34	1306	478	0
1470.9	235	1307	478	1
1467.5	238.04	1308	478	0
1468.2	239	1309	478	1
1470.8	235.5	1310	478	1
1467.9	233.58	1311	478	0
1464.3	235.65	1312	478	1
1465.6	236.37	1313	478	0
1468.6	233.63	1314	478	1
1467.1	231.87	1315	478	0
1463.5	233.38	1316	478	1
1466.4	233.44	1317	478	0
1468.5	229.59	1318	478	1
1466	228.5	1319	478	0
1463.4	230.74	1320	478	1
1465.6	229.76	1321	478	0
1467	226.41	1322	478	1
1466.5	226	1323	478	1
1469.1	227.22	1324	478	0
1473.1	228.61	1325	478	0
1474.5	229.57	1326	478	1
1473.5	230.5	1327	478	0
1470.1	231.61	1328	478	0
1465.9	235.21	1329	478	1
1464.3	239.78	1330	478	1
1466	242.9	1331	478	0
1469.3	245.28	1332	478	0
1473.5	245.61	1333	478	0
1477.5	244.5	1334	478	0
1479.9	242.02	1335	478	1
1479.7	239.67	1336	478	1
1478.3	241.5	1337	478	0
1476	244.5	1338	478	0
1476	246	1339	478	0
1477.2	247.64	1340	478	0
1477.5	249	1341	478	0
1478.6	251.46	1342	478	0
1479.5	253.5	1343	478	0
1480.6	255.46	1344	478	0
1481.2	257.36	1345	478	0
1482.4	259.55	1346	478	0
1483.6	262.3	1347	478	0
1484.8	264.44	1348	478	0
1485.6	266.85	1349	478	0
1486.4	268.69	1350	478	0
1487.4	271.67	1351	478	0
1488	274.11	1352	478	1
1489.6	275.3	1353	478	1
1489.9	275.24	1354	478	1
1486.4	271.14	1355	478	0
1483	266	1356	478	0
1479.4	259.79	1357	478	0
1475.4	254.77	1358	478	0
1472.1	250.52	1359	478	0
1469	246.39	1360	478	1
1466.4	246.25	1361	478	1
1464	249.5	1362	478	1
1463.9	253.39	1363	478	0
1464.4	257.37	1364	478	0
1467.1	259.83	1365	478	1
1470.8	258.45	1366	478	0
1472.4	255.52	1367	478	1
1470.7	251.97	1368	478	1
1466.3	251.97	1369	478	0
1463.1	254.8	1370	478	0
1462.9	258.22	1371	478	0
1462.9	264.17	1372	478	1
1460.6	268.46	1373	478	1
1456.5	270.5	1374	478	1
1452.1	270.18	1375	478	0
1448.8	268.19	1376	478	1
1449.7	267.71	1377	478	1
1451.2	269.35	1378	478	0
1453.2	270.27	1379	478	0
1454.4	268.93	1380	478	0
1457.4	268.79	1381	478	1
1457.9	272.56	1382	478	1
1456.1	271.48	1383	478	1
1457.2	268.64	1384	478	0
1460.1	268.81	1385	478	0
1461.1	272.1	1386	478	0
1459.8	273.1	1387	478	1
1460.8	270.09	1388	478	0
1464.3	268.12	1389	478	0
1465.9	270.33	1390	478	0
1462.8	272.18	1391	478	0
1462.6	268.71	1392	478	0
1465.6	267.52	1393	478	1
1465.7	271.12	1394	478	0
1463	271.5	1395	478	1
1464.4	268.84	1396	478	0
1467.3	269.33	1397	478	1
1466	272.31	1398	478	0
1464.4	272.1	1399	478	0
1466.9	270.13	1400	478	0
1468.9	273.33	1401	478	0
1465.5	275	1402	478	1
1465.6	272.14	1403	478	0
1469	271	1404	478	1
1469.1	275.48	1405	478	0
1466.7	276.74	1406	478	1
1467.1	273.16	1407	478	0
1470.3	272.37	1408	478	0
1470.5	275.65	1409	478	0
1471.7	275.61	1410	478	0
1472.9	274.3	1411	478	0
1474.9	273.21	1412	478	0
1475.9	272.13	1413	478	0
1476.9	271.02	1414	478	0
1477.9	270.21	1415	478	0
1478.5	268.68	1416	478	0
1480	267.5	1417	478	0
1481.6	266.8	1418	478	0
1483	265.74	1419	478	0
1484.4	263.63	1420	478	0
1484.2	262.41	1421	478	0
539.7	553.3	647	276	0
537	556	648	276	0
533.27	559.5	649	276	1
532.15	561.3	650	276	1
532	562.65	651	276	1
536.5	559.5	652	276	0
541.35	556.3	653	276	0
546.48	552.9	654	276	0
551.96	549.44	655	276	0
557.3	545.7	656	276	0
561.67	541.79	657	276	0
566.5	537.5	658	276	0
571.57	533.26	659	276	0
576	528	660	276	0
580.96	523.35	661	276	0
585.8	518.76	662	276	0
591	515.41	663	276	0
595.5	510.5	664	276	0
600.32	506.32	665	276	0
605.75	502.33	666	276	0
610.78	498.22	667	276	0
615.3	494.78	668	276	1
616.88	494.33	669	276	1
614.5	497	670	276	0
611.16	499.16	671	276	0
608.15	501.3	672	276	0
604.5	503.5	673	276	0
601.32	504.26	674	276	0
597.68	505.74	675	276	0
595	507	676	276	0
592.52	508.1	677	276	0
589	510.5	678	276	0
587.35	512	679	276	1
587	513	680	276	1
586.42	512.84	681	276	1
586.16	512.16	682	276	0
587.67	512.88	683	276	0
585.86	514	684	276	0
584	514	685	276	0
581.29	515.29	686	276	0
578.86	516	687	276	0
577	516.5	688	276	0
574.84	516.84	689	276	0
573	517.86	690	276	1
573	517.5	691	276	1
